hex	field	classification	score_pct	opening_score_pct	verdict	label	de_preview	mt_en_preview	baynes_en_preview	notes
2	intro	pair	1%	1%	divergent	Divergente	2. Kun / DAS EMPFANGENDE oben Kun, das Empfangende, die Erde unten Kun, das Empfangende, die Erde Das Zeichen besteht aus lauter geteilten L…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 39 SECONDS VISIT HTTPS://MYMEMOR…	This hexagram is made up of broken lines only. The broken line represents the dark, yielding, receptive primal power of yin. The attribute o…	Primera línea poco alineada (Jaccard 1%). | Solapamiento léxico bajo MT↔Baynes (1%).
3	intro	pair	2%	2%	divergent	Divergente	3. Dschun / DIE ANFANGSSCHWIERIGKEIT oben Kan, das Abgründige, das Wasser unten Dschen, das Erregende, der Donner Der Name des Zeichens, Dsc…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 37 SECONDS VISIT HTTPS://MYMEMOR…	The name of the hexagram, Chun, really connotes a blade of grass pushing against an obstacle as it sprouts out of the earth—hence the meanin…	Primera línea poco alineada (Jaccard 2%). | Solapamiento léxico bajo MT↔Baynes (2%).
4	intro	pair	0%	0%	divergent	Divergente	4. Mong / DIE JUGENDTORHEIT oben Gen, das Stillehalten, der Berg unten Kan, das Abgründige, das Wasser Auf doppelte Weise ist das Gedenken d…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 36 SECONDS VISIT HTTPS://MYMEMOR…	In this hexagram we are reminded of youth and folly in two different ways. The image of the upper trigram, Kên, is the mountain, that of the…	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
5	intro	pair	3%	3%	divergent	Divergente	5. Sü / DAS WARTEN (DIE ERNÄHRUNG) oben das Abgründige, das Wasser unten das Schöpferische, der Himmel Alle Wesen bedürfen der Nahrung von o…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 34 SECONDS VISIT HTTPS://MYMEMOR…	All beings have need of nourishment from above. But the gift of food comes in its own time, and for this one must wait. This hexagram shows …	Primera línea poco alineada (Jaccard 2%). | Solapamiento léxico bajo MT↔Baynes (2%).
6	intro	pair	0%	0%	divergent	Divergente	6. Sung / DER STREIT oben Kiën, das Schöpferische, der Himmel unten Kan, das Abgründige, das Wasser Das obere Urzeichen, dessen Bild der Him…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 33 SECONDS VISIT HTTPS://MYMEMOR…	The upper trigram, whose image is heaven, has an upward movement; the lower trigram, water, in accordance with its nature, tends downward. T…	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
7	intro	pair	2%	2%	divergent	Divergente	7. Schï / DAS HEER oben Kun, das Empfangende, die Erde unten Kan, das Abgründige, das Wasser Das Zeichen setzt sich zusammen aus dem Urzeich…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 32 SECONDS VISIT HTTPS://MYMEMOR…	This hexagram is made up of the trigrams K'an, water, and K'un, earth, and thus it symbolizes the ground water stored up in the earth. In th…	Primera línea poco alineada (Jaccard 1%). | Solapamiento léxico bajo MT↔Baynes (2%).
8	intro	pair	2%	2%	divergent	Divergente	8. Bi / DAS ZUSAMMENHALTEN oben Kan, das Abgründige, das Wasser unten Kun, das Empfangende, die Erde Das Wasser über der Erde fließt zusamme…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 31 SECONDS VISIT HTTPS://MYMEMOR…	The waters on the surface of the earth flow together wherever they can, as for example in the ocean, where all the rivers come together. Sym…	Primera línea poco alineada (Jaccard 2%). | Solapamiento léxico bajo MT↔Baynes (2%).
9	intro	pair	0%	0%	divergent	Divergente	9. Siau Tschu / DES KLEINEN ZÄHMUNGSKRAFT oben Sun, das Sanfte, der Wind unten Kiën, das Schöpferische, der Himmel Das Zeichen bedeutet das …	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 29 SECONDS VISIT HTTPS://MYMEMOR…	This hexagram means the force of the small—the power of the shadowy—that restrains, tames, impedes. A weak line in the fourth place, that of…	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
10	intro	pair	2%	2%	divergent	Divergente	10. Lü / DAS AUFTRETEN oben Kiën, das Schöpferische, der Himmel unten Dui, das Heitere, der See Das Auftreten bedeutet einerseits die richti…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 28 SECONDS VISIT HTTPS://MYMEMOR…	The name of the hexagram means on the one hand the right way of conducting oneself. Heaven, the father, is above, and the lake, the youngest…	Primera línea poco alineada (Jaccard 2%). | Solapamiento léxico bajo MT↔Baynes (2%).
11	intro	pair	2%	2%	divergent	Divergente	11. Tai / DER FRIEDE oben Kun, das Empfangende, die Erde unten Kiën, das Schöpferische, der Himmel Das Empfangende, dessen Bewegung sich nac…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 27 SECONDS VISIT HTTPS://MYMEMOR…	The Receptive, which moves downward, stands above; the Creative, which moves upward, is below. Hence their influences meet and are in harmon…	Primera línea poco alineada (Jaccard 2%). | Solapamiento léxico bajo MT↔Baynes (2%).
12	intro	pair	0%	0%	divergent	Divergente	12. Pi / DIE STOCKUNG oben Kiën, das Schöpferische, der Himmel unten Kun, das Empfangende, die Erde Das Zeichen ist das gerade Gegenteil des…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 27 SECONDS VISIT HTTPS://MYMEMOR…	This hexagram is the opposite of the preceding one. Heaven is above, drawing farther and farther away, while the earth below sinks farther i…	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
13	intro	pair	0%	0%	divergent	Divergente	13. Tung Jen / GEMEINSCHAFT MIT MENSCHEN oben Kiën, das Schöpferische, der Himmel unten Li, das Haftende, die Flamme Das Bild des oberen Urz…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 27 SECONDS VISIT HTTPS://MYMEMOR…	The image of the upper trigram Ch'ien is heaven, and that of the lower, Li, is flame. It is the nature of fire to flame up to heaven. This g…	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
14	intro	pair	2%	2%	divergent	Divergente	14. Da Yu / DER BESITZ VON GROSSEM oben Li, das Haftende, die Flamme unten Kiën, das Schöpferische, der Himmel Das Feuer am Himmel oben stra…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 26 SECONDS VISIT HTTPS://MYMEMOR…	The fire in heaven above shines far, and all things stand out in the light and become manifest. The weak fifth line occupies the place of ho…	Primera línea poco alineada (Jaccard 2%). | Solapamiento léxico bajo MT↔Baynes (2%).
15	intro	pair	0%	0%	divergent	Divergente	15. Kiën / DIE BESCHEIDENHEIT oben Kun, das Empfangende, die Erde unten Gen, das Stillehalten, der Berg Das Zeichen setzt sich zusammen aus …	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 26 SECONDS VISIT HTTPS://MYMEMOR…	This hexagram is made up of the trigrams Kên, Keeping Still, mountain, and K'un. The mountain is the youngest son of the Creative, the repre…	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
16	intro	pair	3%	3%	divergent	Divergente	16. Yü / DIE BEGEISTERUNG oben Dschen, das Erregende, der Donner unten Kun, das Empfangende, die Erde Die starke Linie auf viertem Platz, de…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 25 SECONDS VISIT HTTPS://MYMEMOR…	The strong line in the fourth place, that of the leading official, meets with response and obedience from all the other lines, which are all…	Primera línea poco alineada (Jaccard 3%). | Solapamiento léxico bajo MT↔Baynes (3%).
17	intro	pair	0%	0%	divergent	Divergente	17. Sui / DIE NACHFOLGE oben Dui, das Heitere, der See unten Dschen, das Erregende, der Donner Oben ist das Heitere, dessen Charakter die Fr…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 24 SECONDS VISIT HTTPS://MYMEMOR…	The trigram Tui, the Joyous, whose attribute is gladness, is above; Chên, the Arousing, which has the attribute of movement, is below. Joy i…	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
18	intro	pair	1%	1%	divergent	Divergente	18. Gu / DIE ARBEIT AM VERDORBENEN oben Gen, das Stillehalten, der Berg unten Sun, das Sanfte, der Wind Das chinesische Zeichen Gu stellt ei…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 23 SECONDS VISIT HTTPS://MYMEMOR…	The Chinese character ku represents a bowl in whose contents worms are breeding. This means decay. It has come about because the gentle indi…	Primera línea poco alineada (Jaccard 1%). | Solapamiento léxico bajo MT↔Baynes (1%).
19	intro	pair	0%	0%	divergent	Divergente	19. Lin / DIE ANNÄHERUNG oben Kun, das Empfangende, die Erde unten Dui, das Heitere, der See Das chinesische Wort Lin hat eine Reihe von Bed…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 22 SECONDS VISIT HTTPS://MYMEMOR…	The Chinese word lin has a range of meanings that is not exhausted by any single word of another language. The ancient explanations in the B…	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
20	intro	pair	1%	2%	divergent	Divergente	20. Guan / DIE BETRACHTUNG (DER ANBLICK) oben Sun, das Sanfte, der Wind unten Kun, das Empfangende, die Erde Der chinesische Name des Zeiche…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 21 SECONDS VISIT HTTPS://MYMEMOR…	A slight variation of tonal stress gives the Chinese name for this hexagram a double meaning. It means both contemplating and being seen, in…	Primera línea poco alineada (Jaccard 2%). | Solapamiento léxico bajo MT↔Baynes (1%).
21	intro	pair	1%	1%	divergent	Divergente	21. Schï Ho / DAS DURCHBEISSEN oben Li, das Haftende, das Feuer unten Dschen, das Erregende, der Donner Das Zeichen stellt einen geöffneten …	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 20 SECONDS VISIT HTTPS://MYMEMOR…	This hexagram represents an open mouth (cf. hexagram 27) with an obstruction (in the fourth place) between the teeth. As a result the lips c…	Primera línea poco alineada (Jaccard 1%). | Solapamiento léxico bajo MT↔Baynes (1%).
22	intro	pair	0%	0%	divergent	Divergente	22. Bi / DIE ANMUT oben Gen, das Stillehalten, der Berg unten Li, das Haftende, das Feuer Das Zeichen zeigt ein Feuer, das aus den geheimen …	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 19 SECONDS VISIT HTTPS://MYMEMOR…	This hexagram shows a fire that breaks out of the secret depths of the earth and, blazing up, illuminates and beautifies the mountain, the h…	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
23	intro	pair	1%	0%	divergent	Divergente	23. Bo / DIE ZERSPLITTERUNG oben Gen, das Stillehalten, der Berg unten Kun, das Empfangende, die Erde Die dunklen Linien sind im Begriff, na…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 19 SECONDS VISIT HTTPS://MYMEMOR…	The dark lines are about to mount upward and overthrow the last firm, light line by exerting a disintegrating influence on it. The inferior,…	Estructura: DE 6 líneas vs Baynes 2 (MT: 3). | Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (1%).
24	intro	pair	2%	2%	divergent	Divergente	24. Fu / DIE WIEDERKEHR (DIE WENDEZEIT) oben Kun, das Empfangende, die Erde unten Dschen, das Erregende, der Donner Die Wendezeit wird dadur…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 18 SECONDS VISIT HTTPS://MYMEMOR…	The idea of a turning point arises from the fact that after the dark lines have pushed all of the light lines upward and out of the hexagram…	Primera línea poco alineada (Jaccard 2%). | Solapamiento léxico bajo MT↔Baynes (2%).
25	intro	pair	1%	1%	divergent	Divergente	25. Wu Wang / DIE UNSCHULD (DAS UNERWARTETE) oben Kiën, das Schöpferische, der Himmel unten Dschen, das Erregende, der Donner Oben ist Kiën,…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 17 SECONDS VISIT HTTPS://MYMEMOR…	Ch'ien, heaven, is above; Chên, movement, is below. The lower trigram Chên is under the influence of the strong line it has received from ab…	Primera línea poco alineada (Jaccard 1%). | Solapamiento léxico bajo MT↔Baynes (1%).
26	intro	pair	1%	0%	divergent	Divergente	26. Da Tschu / DES GROSSEN ZÄHMUNGSKRAFT oben Gen, das Stillehalten, der Berg unten Kiën, das Schöpferische, der Himmel Das »Schöpferische« …	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 16 SECONDS VISIT HTTPS://MYMEMOR…	The Creative is tamed by Kên, Keeping Still. This produces great power, a situation in contrast to that of the ninth hexagram, Hsiao Ch'u, T…	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (1%).
27	intro	pair	2%	2%	divergent	Divergente	27. I / DIE MUNDWINKEL (DIE ERNÄHRUNG) oben Gen, das Stillehalten, der Berg unten Dschen, das Erregende, der Donner Das Zeichen ist das Bild…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 15 SECONDS VISIT HTTPS://MYMEMOR…	This hexagram is a picture of an open mouth; above and below are the firm lines of the lips, and between them the opening. Starting with the…	Primera línea poco alineada (Jaccard 2%). | Solapamiento léxico bajo MT↔Baynes (2%).
28	intro	pair	2%	2%	divergent	Divergente	28. Da Go / DES GROSSEN ÜBERGEWICHT oben Dui, das Heitere, der See unten Sun, das Sanfte, der Wind, das Holz Das Zeichen besteht aus vier st…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 14 SECONDS VISIT HTTPS://MYMEMOR…	This hexagram consists of four strong lines inside and two weak lines outside. When the strong are outside and the weak inside, all is well …	Primera línea poco alineada (Jaccard 2%). | Solapamiento léxico bajo MT↔Baynes (2%).
29	intro	pair	3%	1%	divergent	Divergente	29. Kan / DAS ABGRÜNDIGE, DAS WASSER oben Kan, das Abgründige, das Wasser unten Kan, das Abgründige, das Wasser Das Zeichen besteht aus der …	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 13 SECONDS VISIT HTTPS://MYMEMOR…	This hexagram consists of a doubling of the trigram K'an. It is one of the eight hexagrams in which doubling occurs. The trigram K'an means …	Primera línea poco alineada (Jaccard 1%). | Solapamiento léxico bajo MT↔Baynes (3%).
30	intro	pair	1%	1%	divergent	Divergente	30. Li / DAS HAFTENDE, DAS FEUER oben Li, das Haftende, das Feuer unten Li, das Haftende, das Feuer Auch dieses Zeichen ist ein Doppelzeiche…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 12 SECONDS VISIT HTTPS://MYMEMOR…	This hexagram is another double sign. The trigram Li means, ""to cling to something,"" ""to be conditioned,"" ""to depend or rest on something,"" …	Primera línea poco alineada (Jaccard 1%). | Solapamiento léxico bajo MT↔Baynes (1%).
31	intro	pair	1%	0%	divergent	Divergente	31. Hiën / DIE EINWIRKUNG (DIE WERBUNG) oben Dui, das Heitere, der See unten Gen, das Stillehalten, der Berg Der Name des Zeichens bedeutet …	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 11 SECONDS VISIT HTTPS://MYMEMOR…	The name of the hexagram means ""universal,"" ""general,"" and in a figurative sense ""to influence,"" ""to stimulate."" The upper trigram is Tui, t…	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (1%).
32	intro	pair	0%	0%	divergent	Divergente	32. Hong / DIE DAUER oben Dschen, das Erregende, der Donner unten Sun, das Sanfte, der Wind Das starke Zeichen Dschen ist oben, das schwache…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 09 SECONDS VISIT HTTPS://MYMEMOR…	The strong trigram Chên is above, the weak trigram Sun below. This hexagram is the inverse of the preceding one. In the latter we have influ…	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
33	intro	pair	0%	0%	divergent	Divergente	33. Dun / DER RÜCKZUG oben Kiën, das Schöpferische, der Himmel unten Gen, das Stillehalten, der Berg Die Kraft des Schattigen ist im Aufstei…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 09 SECONDS VISIT HTTPS://MYMEMOR…	The power of the dark is ascending. The light retreats to security, so that the dark cannot encroach upon it. This retreat is a matter not o…	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
34	intro	pair	0%	0%	divergent	Divergente	34. Da Dschuang / DES GROSSEN MACHT oben Dschen, das Erregende, der Donner unten Kiën, das Schöpferische, der Himmel Die großen, d.h. lichte…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 08 SECONDS VISIT HTTPS://MYMEMOR…	The great lines, that is, the light, strong lines, are powerful. Four light lines have entered the hexagram from below and are about to asce…	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
35	intro	pair	0%	0%	divergent	Divergente	35. Dsin / DER FORTSCHRITT oben Li, das Haftende, das Feuer unten Kun, das Empfangende, die Erde Das Zeichen stellt die Sonne dar, die über …	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 08 SECONDS VISIT HTTPS://MYMEMOR…	The hexagram represents the sun rising over the earth. It is therefore the symbol of rapid, easy progress, which at the same time means ever…	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
36	intro	pair	0%	0%	divergent	Divergente	36. Ming I / DIE VERFINSTERUNG DES LICHTS oben Kun, das Empfangende, die Erde unten Li, das Haftende, das Feuer Die Sonne ist hier unter die…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 08 SECONDS VISIT HTTPS://MYMEMOR…	Here the sun has sunk under the earth and is therefore darkened. The name of the hexagram means literally ""wounding of the bright""; hence th…	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
37	intro	pair	2%	2%	divergent	Divergente	37. Gia Jen / DIE SIPPE oben Sun, das Sanfte, der Wind unten Li, das Haftende, das Feuer Das Zeichen stellt die Gesetze dar, die innerhalb d…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 07 SECONDS VISIT HTTPS://MYMEMOR…	This hexagram represents the laws obtaining within the family. The strong line at the top represents the father, the lowest the son. The str…	Primera línea poco alineada (Jaccard 2%). | Solapamiento léxico bajo MT↔Baynes (2%).
38	intro	pair	0%	0%	divergent	Divergente	38. Kui / DER GEGENSATZ oben Li, das Haftende, die Flamme unten Dui, das Heitere, der See Das Zeichen besteht aus dem oberen Urzeichen Li, d…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 05 SECONDS VISIT HTTPS://MYMEMOR…	This hexagram is composed of the trigram Li above, i.e., flame, which burns upward, and Tui below, i.e., the lake, which seeps downward. The…	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
39	intro	pair	2%	2%	divergent	Divergente	39. Giën / DAS HEMMNIS oben Kan, das Abgründige, das Wasser unten Gen, das Stillehalten, der Berg Das Zeichen stellt einen gefährlichen Abgr…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 04 SECONDS VISIT HTTPS://MYMEMOR…	The hexagram pictures a dangerous abyss lying before us and a steep, inaccessible mountain rising behind us. We are surrounded by obstacles;…	Primera línea poco alineada (Jaccard 1%). | Solapamiento léxico bajo MT↔Baynes (1%).
40	intro	pair	0%	0%	divergent	Divergente	40. Hië / DIE BEFREIUNG oben Dschen, das Erregende, der Donner unten Kan, das Abgründige, das Wasser Die Bewegung geht hier aus der Gefahr h…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 03 SECONDS VISIT HTTPS://MYMEMOR…	Here the movement goes out of the sphere of danger. The obstacle has been removed, the difficulties are being resolved. Deliverance is not y…	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
41	intro	pair	0%	0%	divergent	Divergente	41. Sun / DIE MINDERUNG oben Gen, das Stillehalten, der Berg unten Dui, das Heitere, der See Das Zeichen stellt eine Minderung des unteren Z…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 03 SECONDS VISIT HTTPS://MYMEMOR…	This hexagram represents a decrease of the lower trigram in favor of the upper, because the third line, originally strong, has moved up to t…	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
42	intro	pair	0%	0%	divergent	Divergente	42. I / DIE MEHRUNG oben Sun, das Sanfte, der Wind unten Dschen, das Erregende, der Donner Der Gedanke der Mehrung drückt sich dadurch aus, …	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 02 SECONDS VISIT HTTPS://MYMEMOR…	The idea of increase is expressed in the fact that the strong lowest line of the upper trigram has sunk down and taken its place under the l…	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
43	intro	pair	0%	0%	divergent	Divergente	43. Guai / DER DURCHBRUCH (DIE ENTSCHLOSSENHEIT) oben Dui, das Heitere, der See unten Kiën, das Schöpferische, der Himmel Das Zeichen bedeut…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 01 SECONDS VISIT HTTPS://MYMEMOR…	This hexagram signifies on the one hand a break-through after a long accumulation of tension, as a swollen river breaks through its dikes, o…	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
44	intro	pair	0%	0%	divergent	Divergente	44. Gou / DAS ENTGEGENKOMMEN oben Kiën, das Schöpferische, der Himmel unten Sun, das Sanfte, der Wind Das Zeichen deutet auf eine Lage, da d…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 29 MINUTES 00 SECONDS VISIT HTTPS://MYMEMOR…	This hexagram indicates a situation in which the principle of darkness, after having been eliminated, furtively and unexpectedly obtrudes ag…	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
45	intro	pair	1%	1%	divergent	Divergente	45. TSui / DIE SAMMLUNG oben Dui, das Heitere, der See unten Kun, das Empfangende, die Erde Das Zeichen ist dem Zeichen Bi, Zusammenhalten (…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 28 MINUTES 59 SECONDS VISIT HTTPS://MYMEMOR…	This hexagram is related in form and meaning to Pi, HOLDING TOGETHER (8). In the latter, water is over the earth; here a lake is over the ea…	Primera línea poco alineada (Jaccard 1%). | Solapamiento léxico bajo MT↔Baynes (1%).
46	intro	pair	1%	1%	divergent	Divergente	46. Schong / DAS EMPORDRINGEN oben Kun, das Empfangende, die Erde unten Sun, das Sanfte, der Wind, das Holz Das untere Zeichen, Sun, hat als…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 28 MINUTES 58 SECONDS VISIT HTTPS://MYMEMOR…	The lower trigram, Sun, represents wood, and the upper, K'un, means the earth. Linked with this is the idea that wood in the earth grows upw…	Primera línea poco alineada (Jaccard 1%). | Solapamiento léxico bajo MT↔Baynes (1%).
47	intro	pair	0%	0%	divergent	Divergente	47. Kun / DIE BEDRÄNGNIS oben Dui, das Heitere, der See unten Kan, das Abgründige, das Wasser Oben ist der See, das Wasser darunter. Der See…	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 28 MINUTES 57 SECONDS VISIT HTTPS://MYMEMOR…	The lake is above, water below; the lake is empty, dried up. Exhaustion is expressed in yet another way: at the top, a dark line is holding …	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
48	intro	pair	0%	0%	divergent	Divergente	48. Dsing / DER BRUNNEN oben Kan, das Abgründige, das Wasser unten Sun, das Sanfte, der Wind, das Holz Unten ist das Holz, oben das Wasser. …	MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN 03 HOURS 28 MINUTES 56 SECONDS VISIT HTTPS://MYMEMOR…	Wood is below, water above. The wood goes down into the earth to bring up water. The image derives from the pole-and-bucket well of ancient …	Primera línea poco alineada (Jaccard 0%). | Solapamiento léxico bajo MT↔Baynes (0%).
