hex	field	classification	score_pct	opening_score_pct	verdict	label	de_preview	mt_en_preview	baynes_en_preview	notes
62	trigrama_arriba	pair			mt_failed	MT falló	oben Dschen, das Erregende, der Donner		above CHêN THE AROUSING, THUNDER	Traducción automática vacía o no disponible en caché.
63	trigrama_arriba	pair			mt_failed	MT falló	oben Kan, das Abgründige, das Wasser		above K'AN THE ABYSMAL, WATER	Traducción automática vacía o no disponible en caché.
64	trigrama_arriba	pair			mt_failed	MT falló	oben Li, das Haftende, die Flamme		above LI THE CLINGING, FLAME	Traducción automática vacía o no disponible en caché.
1	trigrama_abajo	pair			mt_failed	MT falló	unten Kiën, das Schöpferische, der Himmel		below CH'IEN THE CREATIVE, HEAVEN	Traducción automática vacía o no disponible en caché.
2	trigrama_abajo	pair			mt_failed	MT falló	unten Kun, das Empfangende, die Erde		below K'UN THE RECEPTIVE, EARTH	Traducción automática vacía o no disponible en caché.
3	trigrama_abajo	pair			mt_failed	MT falló	unten Dschen, das Erregende, der Donner		below CHêN THE AROUSING, THUNDER	Traducción automática vacía o no disponible en caché.
4	trigrama_abajo	pair			mt_failed	MT falló	unten Kan, das Abgründige, das Wasser		below K'AN THE ABYSMAL, WATER	Traducción automática vacía o no disponible en caché.
5	trigrama_abajo	pair			mt_failed	MT falló	unten das Schöpferische, der Himmel		below CH'IEN THE CREATIVE, HEAVEN	Traducción automática vacía o no disponible en caché.
6	trigrama_abajo	pair			mt_failed	MT falló	unten Kan, das Abgründige, das Wasser		below K'AN THE ABYSMAL, WATER	Traducción automática vacía o no disponible en caché.
7	trigrama_abajo	pair			mt_failed	MT falló	unten Kan, das Abgründige, das Wasser		below K'AN THE ABYSMAL, WATER	Traducción automática vacía o no disponible en caché.
8	trigrama_abajo	pair			mt_failed	MT falló	unten Kun, das Empfangende, die Erde		below K'UN THE RECEPTIVE, EARTH	Traducción automática vacía o no disponible en caché.
9	trigrama_abajo	pair			mt_failed	MT falló	unten Kiën, das Schöpferische, der Himmel		below CH'IEN THE CREATIVE, HEAVEN	Traducción automática vacía o no disponible en caché.
10	trigrama_abajo	pair			mt_failed	MT falló	unten Dui, das Heitere, der See		below TUI THE JOYOUS, LAKE	Traducción automática vacía o no disponible en caché.
11	trigrama_abajo	pair			mt_failed	MT falló	unten Kiën, das Schöpferische, der Himmel		below CH'IEN THE CREATIVE, HEAVEN	Traducción automática vacía o no disponible en caché.
12	trigrama_abajo	pair			mt_failed	MT falló	unten Kun, das Empfangende, die Erde		below K'UN THE RECEPTIVE, EARTH	Traducción automática vacía o no disponible en caché.
13	trigrama_abajo	pair			mt_failed	MT falló	unten Li, das Haftende, die Flamme		below LI THE CLINGING, FLAME	Traducción automática vacía o no disponible en caché.
14	trigrama_abajo	pair			mt_failed	MT falló	unten Kiën, das Schöpferische, der Himmel		below CH'IEN THE CREATIVE, HEAVEN	Traducción automática vacía o no disponible en caché.
15	trigrama_abajo	pair			mt_failed	MT falló	unten Gen, das Stillehalten, der Berg		below KEN KEEPING STILL, MOUNTAIN	Traducción automática vacía o no disponible en caché.
16	trigrama_abajo	pair			mt_failed	MT falló	unten Kun, das Empfangende, die Erde		below K'UN THE RECEPTIVE, EARTH	Traducción automática vacía o no disponible en caché.
17	trigrama_abajo	pair			mt_failed	MT falló	unten Dschen, das Erregende, der Donner		below CHêN THE AROUSING, THUNDER	Traducción automática vacía o no disponible en caché.
18	trigrama_abajo	pair			mt_failed	MT falló	unten Sun, das Sanfte, der Wind		below Sun THE GENTLE, WIND	Traducción automática vacía o no disponible en caché.
19	trigrama_abajo	pair			mt_failed	MT falló	unten Dui, das Heitere, der See		below TUI THE JOYOUS, LAKE	Traducción automática vacía o no disponible en caché.
20	trigrama_abajo	pair			mt_failed	MT falló	unten Kun, das Empfangende, die Erde		below K'UN THE RECEPTIVE, EARTH	Traducción automática vacía o no disponible en caché.
21	trigrama_abajo	pair			mt_failed	MT falló	unten Dschen, das Erregende, der Donner		below CHêN THE AROUSING, THUNDER	Traducción automática vacía o no disponible en caché.
22	trigrama_abajo	pair			mt_failed	MT falló	unten Li, das Haftende, das Feuer		below LI THE CLINGING, FIRE	Traducción automática vacía o no disponible en caché.
23	trigrama_abajo	pair			mt_failed	MT falló	unten Kun, das Empfangende, die Erde		below K'UN THE RECEPTIVE, EARTH	Traducción automática vacía o no disponible en caché.
24	trigrama_abajo	pair			mt_failed	MT falló	unten Dschen, das Erregende, der Donner		below CHêN THE AROUSING, THUNDER	Traducción automática vacía o no disponible en caché.
25	trigrama_abajo	pair			mt_failed	MT falló	unten Dschen, das Erregende, der Donner		below CHêN THE AROUSING, THUNDER	Traducción automática vacía o no disponible en caché.
26	trigrama_abajo	pair			mt_failed	MT falló	unten Kiën, das Schöpferische, der Himmel		below CH'IEN THE CREATIVE, HEAVEN	Traducción automática vacía o no disponible en caché.
27	trigrama_abajo	pair			mt_failed	MT falló	unten Dschen, das Erregende, der Donner		below CHêN THE AROUSING, THUNDER	Traducción automática vacía o no disponible en caché.
28	trigrama_abajo	pair			mt_failed	MT falló	unten Sun, das Sanfte, der Wind, das Holz		below SUN THE GENTLE, WIND, WOOD	Traducción automática vacía o no disponible en caché.
29	trigrama_abajo	pair			mt_failed	MT falló	unten Kan, das Abgründige, das Wasser		below K'AN THE ABYSMAL, WATER	Traducción automática vacía o no disponible en caché.
30	trigrama_abajo	pair			mt_failed	MT falló	unten Li, das Haftende, das Feuer		below LI THE CLINGING, FIRE	Traducción automática vacía o no disponible en caché.
31	trigrama_abajo	pair			mt_failed	MT falló	unten Gen, das Stillehalten, der Berg		below KêN KEEPING STILL, MOUNTAIN	Traducción automática vacía o no disponible en caché.
32	trigrama_abajo	pair			mt_failed	MT falló	unten Sun, das Sanfte, der Wind		below SUN THE GENTLE, WIND	Traducción automática vacía o no disponible en caché.
33	trigrama_abajo	pair			mt_failed	MT falló	unten Gen, das Stillehalten, der Berg		below KêN KEEPING STILL, MOUNTAIN	Traducción automática vacía o no disponible en caché.
34	trigrama_abajo	pair			mt_failed	MT falló	unten Kiën, das Schöpferische, der Himmel		below CH'IEN THE CREATIVE, HEAVEN	Traducción automática vacía o no disponible en caché.
35	trigrama_abajo	pair			mt_failed	MT falló	unten Kun, das Empfangende, die Erde		below K'UN THE RECEPTIVE, EARTH	Traducción automática vacía o no disponible en caché.
36	trigrama_abajo	pair			mt_failed	MT falló	unten Li, das Haftende, das Feuer		below LI THE CLINGING, FIRE	Traducción automática vacía o no disponible en caché.
37	trigrama_abajo	pair			mt_failed	MT falló	unten Li, das Haftende, das Feuer		below LI THE CLINGING, FIRE	Traducción automática vacía o no disponible en caché.
38	trigrama_abajo	pair			mt_failed	MT falló	unten Dui, das Heitere, der See		below TUI THE JOYOUS, LAKE	Traducción automática vacía o no disponible en caché.
39	trigrama_abajo	pair			mt_failed	MT falló	unten Gen, das Stillehalten, der Berg		below KêN KEEPING STILL, MOUNTAIN	Traducción automática vacía o no disponible en caché.
40	trigrama_abajo	pair			mt_failed	MT falló	unten Kan, das Abgründige, das Wasser		below K'AN THE ABYSMAL, WATER	Traducción automática vacía o no disponible en caché.
41	trigrama_abajo	pair			mt_failed	MT falló	unten Dui, das Heitere, der See		below TUI THE JOYOUS, LAKE	Traducción automática vacía o no disponible en caché.
42	trigrama_abajo	pair			mt_failed	MT falló	unten Dschen, das Erregende, der Donner		below CHêN THE AROUSING, THUNDER	Traducción automática vacía o no disponible en caché.
43	trigrama_abajo	pair			mt_failed	MT falló	unten Kiën, das Schöpferische, der Himmel		below CH'IEN THE CREATIVE, HEAVEN	Traducción automática vacía o no disponible en caché.
44	trigrama_abajo	pair			mt_failed	MT falló	unten Sun, das Sanfte, der Wind		below SUN THE GENTLE, WIND	Traducción automática vacía o no disponible en caché.
45	trigrama_abajo	pair			mt_failed	MT falló	unten Kun, das Empfangende, die Erde		below K'UN THE RECEPTIVE, EARTH	Traducción automática vacía o no disponible en caché.
46	trigrama_abajo	pair			mt_failed	MT falló	unten Sun, das Sanfte, der Wind, das Holz		below SUN THE GENTLE, WIND, WOOD	Traducción automática vacía o no disponible en caché.
47	trigrama_abajo	pair			mt_failed	MT falló	unten Kan, das Abgründige, das Wasser		below K'AN THE ABYSMAL, WATER	Traducción automática vacía o no disponible en caché.
48	trigrama_abajo	pair			mt_failed	MT falló	unten Sun, das Sanfte, der Wind, das Holz		below SUN THE GENTLE, WIND, WOOD	Traducción automática vacía o no disponible en caché.
49	trigrama_abajo	pair			mt_failed	MT falló	unten Li, das Haftende, das Feuer		below LI THE CLINGING, FIRE	Traducción automática vacía o no disponible en caché.
50	trigrama_abajo	pair			mt_failed	MT falló	unten Sun, das Sanfte, der Wind, das Holz		below SUN THE GENTLE, WIND, WOOD	Traducción automática vacía o no disponible en caché.
51	trigrama_abajo	pair			mt_failed	MT falló	unten Dschen, das Erregende, der Donner		below CHêN THE AROUSING, THUNDER	Traducción automática vacía o no disponible en caché.
52	trigrama_abajo	pair			mt_failed	MT falló	unten Gen, das Stillehalten, der Berg		below KêN KEEPING STILL, MOUNTAIN	Traducción automática vacía o no disponible en caché.
53	trigrama_abajo	pair			mt_failed	MT falló	unten Gen, das Stillehalten, der Berg		below KêN KEEPING STILL, MOUNTAIN	Traducción automática vacía o no disponible en caché.
54	trigrama_abajo	pair			mt_failed	MT falló	unten Dui, das Heitere, der See		below TUI THE JOYOUS, LAKE	Traducción automática vacía o no disponible en caché.
55	trigrama_abajo	pair			mt_failed	MT falló	unten Li, das Haftende, die Flamme		below LI THE CLINGING, FIRE	Traducción automática vacía o no disponible en caché.
56	trigrama_abajo	pair			mt_failed	MT falló	unten Gen, das Stillehalten, der Berg		below KêN KEEPING STILL, MOUNTAIN	Traducción automática vacía o no disponible en caché.
57	trigrama_abajo	pair			mt_failed	MT falló	unten Sun, das Sanfte, der Wind, das Holz		below SUN THE GENTLE, WIND, WOOD	Traducción automática vacía o no disponible en caché.
58	trigrama_abajo	pair			mt_failed	MT falló	unten Dui, das Heitere, der See		below TUI THE JOYOUS, LAKE	Traducción automática vacía o no disponible en caché.
59	trigrama_abajo	pair			mt_failed	MT falló	unten Kan, das Abgründige, das Wasser		below K'AN THE ABYSMAL, WATER	Traducción automática vacía o no disponible en caché.
60	trigrama_abajo	pair			mt_failed	MT falló	unten Dui, das Heitere, der See		below TUI THE JOYOUS, LAKE	Traducción automática vacía o no disponible en caché.
61	trigrama_abajo	pair			mt_failed	MT falló	unten Dui, das Heitere, der See		below TUI THE JOYOUS, LAKE	Traducción automática vacía o no disponible en caché.
62	trigrama_abajo	pair			mt_failed	MT falló	unten Gen, das Stillehalten, der Berg		below KêN KEEPING STILL, MOUNTAIN	Traducción automática vacía o no disponible en caché.
63	trigrama_abajo	pair			mt_failed	MT falló	unten Li, das Haftende, das Feuer		below LI THE CLINGING, FIRE	Traducción automática vacía o no disponible en caché.
64	trigrama_abajo	pair			mt_failed	MT falló	unten Kan, das Abgründige, das Wasser		below K'AN THE ABYSMAL, WATER	Traducción automática vacía o no disponible en caché.
1	intro	pair			mt_failed	MT falló	1. Kiën / DAS SCHÖPFERISCHE oben Kiën, das Schöpferische, der Himmel unten Kiën, das Schöpferische, der Himmel Das Zeichen besteht aus sechs…		The first hexagram is made up of six unbroken lines. These unbroken lines stand for the primal power, which is lightgiving, active, strong, …	Traducción automática vacía o no disponible en caché.
2	intro	pair			mt_failed	MT falló	2. Kun / DAS EMPFANGENDE oben Kun, das Empfangende, die Erde unten Kun, das Empfangende, die Erde Das Zeichen besteht aus lauter geteilten L…		This hexagram is made up of broken lines only. The broken line represents the dark, yielding, receptive primal power of yin. The attribute o…	Traducción automática vacía o no disponible en caché.
3	intro	pair			mt_failed	MT falló	3. Dschun / DIE ANFANGSSCHWIERIGKEIT oben Kan, das Abgründige, das Wasser unten Dschen, das Erregende, der Donner Der Name des Zeichens, Dsc…		The name of the hexagram, Chun, really connotes a blade of grass pushing against an obstacle as it sprouts out of the earth—hence the meanin…	Traducción automática vacía o no disponible en caché.
4	intro	pair			mt_failed	MT falló	4. Mong / DIE JUGENDTORHEIT oben Gen, das Stillehalten, der Berg unten Kan, das Abgründige, das Wasser Auf doppelte Weise ist das Gedenken d…		In this hexagram we are reminded of youth and folly in two different ways. The image of the upper trigram, Kên, is the mountain, that of the…	Traducción automática vacía o no disponible en caché.
5	intro	pair			mt_failed	MT falló	5. Sü / DAS WARTEN (DIE ERNÄHRUNG) oben das Abgründige, das Wasser unten das Schöpferische, der Himmel Alle Wesen bedürfen der Nahrung von o…		All beings have need of nourishment from above. But the gift of food comes in its own time, and for this one must wait. This hexagram shows …	Traducción automática vacía o no disponible en caché.
6	intro	pair			mt_failed	MT falló	6. Sung / DER STREIT oben Kiën, das Schöpferische, der Himmel unten Kan, das Abgründige, das Wasser Das obere Urzeichen, dessen Bild der Him…		The upper trigram, whose image is heaven, has an upward movement; the lower trigram, water, in accordance with its nature, tends downward. T…	Traducción automática vacía o no disponible en caché.
7	intro	pair			mt_failed	MT falló	7. Schï / DAS HEER oben Kun, das Empfangende, die Erde unten Kan, das Abgründige, das Wasser Das Zeichen setzt sich zusammen aus dem Urzeich…		This hexagram is made up of the trigrams K'an, water, and K'un, earth, and thus it symbolizes the ground water stored up in the earth. In th…	Traducción automática vacía o no disponible en caché.
8	intro	pair			mt_failed	MT falló	8. Bi / DAS ZUSAMMENHALTEN oben Kan, das Abgründige, das Wasser unten Kun, das Empfangende, die Erde Das Wasser über der Erde fließt zusamme…		The waters on the surface of the earth flow together wherever they can, as for example in the ocean, where all the rivers come together. Sym…	Traducción automática vacía o no disponible en caché.
9	intro	pair			mt_failed	MT falló	9. Siau Tschu / DES KLEINEN ZÄHMUNGSKRAFT oben Sun, das Sanfte, der Wind unten Kiën, das Schöpferische, der Himmel Das Zeichen bedeutet das …		This hexagram means the force of the small—the power of the shadowy—that restrains, tames, impedes. A weak line in the fourth place, that of…	Traducción automática vacía o no disponible en caché.
10	intro	pair			mt_failed	MT falló	10. Lü / DAS AUFTRETEN oben Kiën, das Schöpferische, der Himmel unten Dui, das Heitere, der See Das Auftreten bedeutet einerseits die richti…		The name of the hexagram means on the one hand the right way of conducting oneself. Heaven, the father, is above, and the lake, the youngest…	Traducción automática vacía o no disponible en caché.
11	intro	pair			mt_failed	MT falló	11. Tai / DER FRIEDE oben Kun, das Empfangende, die Erde unten Kiën, das Schöpferische, der Himmel Das Empfangende, dessen Bewegung sich nac…		The Receptive, which moves downward, stands above; the Creative, which moves upward, is below. Hence their influences meet and are in harmon…	Traducción automática vacía o no disponible en caché.
12	intro	pair			mt_failed	MT falló	12. Pi / DIE STOCKUNG oben Kiën, das Schöpferische, der Himmel unten Kun, das Empfangende, die Erde Das Zeichen ist das gerade Gegenteil des…		This hexagram is the opposite of the preceding one. Heaven is above, drawing farther and farther away, while the earth below sinks farther i…	Traducción automática vacía o no disponible en caché.
13	intro	pair			mt_failed	MT falló	13. Tung Jen / GEMEINSCHAFT MIT MENSCHEN oben Kiën, das Schöpferische, der Himmel unten Li, das Haftende, die Flamme Das Bild des oberen Urz…		The image of the upper trigram Ch'ien is heaven, and that of the lower, Li, is flame. It is the nature of fire to flame up to heaven. This g…	Traducción automática vacía o no disponible en caché.
14	intro	pair			mt_failed	MT falló	14. Da Yu / DER BESITZ VON GROSSEM oben Li, das Haftende, die Flamme unten Kiën, das Schöpferische, der Himmel Das Feuer am Himmel oben stra…		The fire in heaven above shines far, and all things stand out in the light and become manifest. The weak fifth line occupies the place of ho…	Traducción automática vacía o no disponible en caché.
15	intro	pair			mt_failed	MT falló	15. Kiën / DIE BESCHEIDENHEIT oben Kun, das Empfangende, die Erde unten Gen, das Stillehalten, der Berg Das Zeichen setzt sich zusammen aus …		This hexagram is made up of the trigrams Kên, Keeping Still, mountain, and K'un. The mountain is the youngest son of the Creative, the repre…	Traducción automática vacía o no disponible en caché.
16	intro	pair			mt_failed	MT falló	16. Yü / DIE BEGEISTERUNG oben Dschen, das Erregende, der Donner unten Kun, das Empfangende, die Erde Die starke Linie auf viertem Platz, de…		The strong line in the fourth place, that of the leading official, meets with response and obedience from all the other lines, which are all…	Traducción automática vacía o no disponible en caché.
17	intro	pair			mt_failed	MT falló	17. Sui / DIE NACHFOLGE oben Dui, das Heitere, der See unten Dschen, das Erregende, der Donner Oben ist das Heitere, dessen Charakter die Fr…		The trigram Tui, the Joyous, whose attribute is gladness, is above; Chên, the Arousing, which has the attribute of movement, is below. Joy i…	Traducción automática vacía o no disponible en caché.
18	intro	pair			mt_failed	MT falló	18. Gu / DIE ARBEIT AM VERDORBENEN oben Gen, das Stillehalten, der Berg unten Sun, das Sanfte, der Wind Das chinesische Zeichen Gu stellt ei…		The Chinese character ku represents a bowl in whose contents worms are breeding. This means decay. It has come about because the gentle indi…	Traducción automática vacía o no disponible en caché.
19	intro	pair			mt_failed	MT falló	19. Lin / DIE ANNÄHERUNG oben Kun, das Empfangende, die Erde unten Dui, das Heitere, der See Das chinesische Wort Lin hat eine Reihe von Bed…		The Chinese word lin has a range of meanings that is not exhausted by any single word of another language. The ancient explanations in the B…	Traducción automática vacía o no disponible en caché.
20	intro	pair			mt_failed	MT falló	20. Guan / DIE BETRACHTUNG (DER ANBLICK) oben Sun, das Sanfte, der Wind unten Kun, das Empfangende, die Erde Der chinesische Name des Zeiche…		A slight variation of tonal stress gives the Chinese name for this hexagram a double meaning. It means both contemplating and being seen, in…	Traducción automática vacía o no disponible en caché.
21	intro	pair			mt_failed	MT falló	21. Schï Ho / DAS DURCHBEISSEN oben Li, das Haftende, das Feuer unten Dschen, das Erregende, der Donner Das Zeichen stellt einen geöffneten …		This hexagram represents an open mouth (cf. hexagram 27) with an obstruction (in the fourth place) between the teeth. As a result the lips c…	Traducción automática vacía o no disponible en caché.
22	intro	pair			mt_failed	MT falló	22. Bi / DIE ANMUT oben Gen, das Stillehalten, der Berg unten Li, das Haftende, das Feuer Das Zeichen zeigt ein Feuer, das aus den geheimen …		This hexagram shows a fire that breaks out of the secret depths of the earth and, blazing up, illuminates and beautifies the mountain, the h…	Traducción automática vacía o no disponible en caché.
23	intro	pair			mt_failed	MT falló	23. Bo / DIE ZERSPLITTERUNG oben Gen, das Stillehalten, der Berg unten Kun, das Empfangende, die Erde Die dunklen Linien sind im Begriff, na…		The dark lines are about to mount upward and overthrow the last firm, light line by exerting a disintegrating influence on it. The inferior,…	Traducción automática vacía o no disponible en caché.
24	intro	pair			mt_failed	MT falló	24. Fu / DIE WIEDERKEHR (DIE WENDEZEIT) oben Kun, das Empfangende, die Erde unten Dschen, das Erregende, der Donner Die Wendezeit wird dadur…		The idea of a turning point arises from the fact that after the dark lines have pushed all of the light lines upward and out of the hexagram…	Traducción automática vacía o no disponible en caché.
25	intro	pair			mt_failed	MT falló	25. Wu Wang / DIE UNSCHULD (DAS UNERWARTETE) oben Kiën, das Schöpferische, der Himmel unten Dschen, das Erregende, der Donner Oben ist Kiën,…		Ch'ien, heaven, is above; Chên, movement, is below. The lower trigram Chên is under the influence of the strong line it has received from ab…	Traducción automática vacía o no disponible en caché.
26	intro	pair			mt_failed	MT falló	26. Da Tschu / DES GROSSEN ZÄHMUNGSKRAFT oben Gen, das Stillehalten, der Berg unten Kiën, das Schöpferische, der Himmel Das »Schöpferische« …		The Creative is tamed by Kên, Keeping Still. This produces great power, a situation in contrast to that of the ninth hexagram, Hsiao Ch'u, T…	Traducción automática vacía o no disponible en caché.
27	intro	pair			mt_failed	MT falló	27. I / DIE MUNDWINKEL (DIE ERNÄHRUNG) oben Gen, das Stillehalten, der Berg unten Dschen, das Erregende, der Donner Das Zeichen ist das Bild…		This hexagram is a picture of an open mouth; above and below are the firm lines of the lips, and between them the opening. Starting with the…	Traducción automática vacía o no disponible en caché.
28	intro	pair			mt_failed	MT falló	28. Da Go / DES GROSSEN ÜBERGEWICHT oben Dui, das Heitere, der See unten Sun, das Sanfte, der Wind, das Holz Das Zeichen besteht aus vier st…		This hexagram consists of four strong lines inside and two weak lines outside. When the strong are outside and the weak inside, all is well …	Traducción automática vacía o no disponible en caché.
29	intro	pair			mt_failed	MT falló	29. Kan / DAS ABGRÜNDIGE, DAS WASSER oben Kan, das Abgründige, das Wasser unten Kan, das Abgründige, das Wasser Das Zeichen besteht aus der …		This hexagram consists of a doubling of the trigram K'an. It is one of the eight hexagrams in which doubling occurs. The trigram K'an means …	Traducción automática vacía o no disponible en caché.
30	intro	pair			mt_failed	MT falló	30. Li / DAS HAFTENDE, DAS FEUER oben Li, das Haftende, das Feuer unten Li, das Haftende, das Feuer Auch dieses Zeichen ist ein Doppelzeiche…		This hexagram is another double sign. The trigram Li means, ""to cling to something,"" ""to be conditioned,"" ""to depend or rest on something,"" …	Traducción automática vacía o no disponible en caché.
31	intro	pair			mt_failed	MT falló	31. Hiën / DIE EINWIRKUNG (DIE WERBUNG) oben Dui, das Heitere, der See unten Gen, das Stillehalten, der Berg Der Name des Zeichens bedeutet …		The name of the hexagram means ""universal,"" ""general,"" and in a figurative sense ""to influence,"" ""to stimulate."" The upper trigram is Tui, t…	Traducción automática vacía o no disponible en caché.
32	intro	pair			mt_failed	MT falló	32. Hong / DIE DAUER oben Dschen, das Erregende, der Donner unten Sun, das Sanfte, der Wind Das starke Zeichen Dschen ist oben, das schwache…		The strong trigram Chên is above, the weak trigram Sun below. This hexagram is the inverse of the preceding one. In the latter we have influ…	Traducción automática vacía o no disponible en caché.
33	intro	pair			mt_failed	MT falló	33. Dun / DER RÜCKZUG oben Kiën, das Schöpferische, der Himmel unten Gen, das Stillehalten, der Berg Die Kraft des Schattigen ist im Aufstei…		The power of the dark is ascending. The light retreats to security, so that the dark cannot encroach upon it. This retreat is a matter not o…	Traducción automática vacía o no disponible en caché.
34	intro	pair			mt_failed	MT falló	34. Da Dschuang / DES GROSSEN MACHT oben Dschen, das Erregende, der Donner unten Kiën, das Schöpferische, der Himmel Die großen, d.h. lichte…		The great lines, that is, the light, strong lines, are powerful. Four light lines have entered the hexagram from below and are about to asce…	Traducción automática vacía o no disponible en caché.
35	intro	pair			mt_failed	MT falló	35. Dsin / DER FORTSCHRITT oben Li, das Haftende, das Feuer unten Kun, das Empfangende, die Erde Das Zeichen stellt die Sonne dar, die über …		The hexagram represents the sun rising over the earth. It is therefore the symbol of rapid, easy progress, which at the same time means ever…	Traducción automática vacía o no disponible en caché.
36	intro	pair			mt_failed	MT falló	36. Ming I / DIE VERFINSTERUNG DES LICHTS oben Kun, das Empfangende, die Erde unten Li, das Haftende, das Feuer Die Sonne ist hier unter die…		Here the sun has sunk under the earth and is therefore darkened. The name of the hexagram means literally ""wounding of the bright""; hence th…	Traducción automática vacía o no disponible en caché.
37	intro	pair			mt_failed	MT falló	37. Gia Jen / DIE SIPPE oben Sun, das Sanfte, der Wind unten Li, das Haftende, das Feuer Das Zeichen stellt die Gesetze dar, die innerhalb d…		This hexagram represents the laws obtaining within the family. The strong line at the top represents the father, the lowest the son. The str…	Traducción automática vacía o no disponible en caché.
38	intro	pair			mt_failed	MT falló	38. Kui / DER GEGENSATZ oben Li, das Haftende, die Flamme unten Dui, das Heitere, der See Das Zeichen besteht aus dem oberen Urzeichen Li, d…		This hexagram is composed of the trigram Li above, i.e., flame, which burns upward, and Tui below, i.e., the lake, which seeps downward. The…	Traducción automática vacía o no disponible en caché.
39	intro	pair			mt_failed	MT falló	39. Giën / DAS HEMMNIS oben Kan, das Abgründige, das Wasser unten Gen, das Stillehalten, der Berg Das Zeichen stellt einen gefährlichen Abgr…		The hexagram pictures a dangerous abyss lying before us and a steep, inaccessible mountain rising behind us. We are surrounded by obstacles;…	Traducción automática vacía o no disponible en caché.
40	intro	pair			mt_failed	MT falló	40. Hië / DIE BEFREIUNG oben Dschen, das Erregende, der Donner unten Kan, das Abgründige, das Wasser Die Bewegung geht hier aus der Gefahr h…		Here the movement goes out of the sphere of danger. The obstacle has been removed, the difficulties are being resolved. Deliverance is not y…	Traducción automática vacía o no disponible en caché.
41	intro	pair			mt_failed	MT falló	41. Sun / DIE MINDERUNG oben Gen, das Stillehalten, der Berg unten Dui, das Heitere, der See Das Zeichen stellt eine Minderung des unteren Z…		This hexagram represents a decrease of the lower trigram in favor of the upper, because the third line, originally strong, has moved up to t…	Traducción automática vacía o no disponible en caché.
42	intro	pair			mt_failed	MT falló	42. I / DIE MEHRUNG oben Sun, das Sanfte, der Wind unten Dschen, das Erregende, der Donner Der Gedanke der Mehrung drückt sich dadurch aus, …		The idea of increase is expressed in the fact that the strong lowest line of the upper trigram has sunk down and taken its place under the l…	Traducción automática vacía o no disponible en caché.
43	intro	pair			mt_failed	MT falló	43. Guai / DER DURCHBRUCH (DIE ENTSCHLOSSENHEIT) oben Dui, das Heitere, der See unten Kiën, das Schöpferische, der Himmel Das Zeichen bedeut…		This hexagram signifies on the one hand a break-through after a long accumulation of tension, as a swollen river breaks through its dikes, o…	Traducción automática vacía o no disponible en caché.
44	intro	pair			mt_failed	MT falló	44. Gou / DAS ENTGEGENKOMMEN oben Kiën, das Schöpferische, der Himmel unten Sun, das Sanfte, der Wind Das Zeichen deutet auf eine Lage, da d…		This hexagram indicates a situation in which the principle of darkness, after having been eliminated, furtively and unexpectedly obtrudes ag…	Traducción automática vacía o no disponible en caché.
45	intro	pair			mt_failed	MT falló	45. TSui / DIE SAMMLUNG oben Dui, das Heitere, der See unten Kun, das Empfangende, die Erde Das Zeichen ist dem Zeichen Bi, Zusammenhalten (…		This hexagram is related in form and meaning to Pi, HOLDING TOGETHER (8). In the latter, water is over the earth; here a lake is over the ea…	Traducción automática vacía o no disponible en caché.
46	intro	pair			mt_failed	MT falló	46. Schong / DAS EMPORDRINGEN oben Kun, das Empfangende, die Erde unten Sun, das Sanfte, der Wind, das Holz Das untere Zeichen, Sun, hat als…		The lower trigram, Sun, represents wood, and the upper, K'un, means the earth. Linked with this is the idea that wood in the earth grows upw…	Traducción automática vacía o no disponible en caché.
47	intro	pair			mt_failed	MT falló	47. Kun / DIE BEDRÄNGNIS oben Dui, das Heitere, der See unten Kan, das Abgründige, das Wasser Oben ist der See, das Wasser darunter. Der See…		The lake is above, water below; the lake is empty, dried up. Exhaustion is expressed in yet another way: at the top, a dark line is holding …	Traducción automática vacía o no disponible en caché.
48	intro	pair			mt_failed	MT falló	48. Dsing / DER BRUNNEN oben Kan, das Abgründige, das Wasser unten Sun, das Sanfte, der Wind, das Holz Unten ist das Holz, oben das Wasser. …		Wood is below, water above. The wood goes down into the earth to bring up water. The image derives from the pole-and-bucket well of ancient …	Traducción automática vacía o no disponible en caché.
49	intro	pair			mt_failed	MT falló	49. Go / DIE UMWÄLZUNG (DIE MAUSERUNG) oben Dui, das Heitere, der See. unten Li, das Haftende, das Feuer Das Zeichen bedeutet ursprünglich e…		The Chinese character for this hexagram means in its original sense an animal's pelt, which is changed in the course of the year by molting.…	Traducción automática vacía o no disponible en caché.
50	intro	pair			mt_failed	MT falló	50. Ding / DER TIEGEL oben Li, das Haßende, das Feuer unten Sun, das Sanfte, der Wind, das Holz Das ganze Zeichen ist das Bild des Tiegels, …		The six lines construct the image of Ting, THE CALDRON; at the bottom are the legs, over them the belly, then come the ears (handles), and a…	Traducción automática vacía o no disponible en caché.
51	intro	pair			mt_failed	MT falló	51. Dschen / DAS ERREGENDE oben Dschen, das Erregende, der Donner unten Dschen, das Erregende, der Donner Das Zeichen Dschen ist der älteste…		The hexagram Chên represents the eldest son, who seizes rule with energy and power. A yang line develops below two yin lines and presses upw…	Traducción automática vacía o no disponible en caché.
