campo	contenido_reconciliado	contenido_pass03	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
L4_comentario	Das Schattige öffnet sich, wenn es sich bewegt, und schließt sich, wenn es ruht. Hier ist die strengste Verschlossenheit gezeichnet. Die Zeit ist gefährlich: jedes Hervortreten führt entweder zur Feindschaft übermächtiger Gegner, wenn man sie bekämpfen wollte, oder zu mißverstandener Anerkennung, wenn man sich läßlich gäbe. So gilt es, sich zu verschließen, sei es in der Einsamkeit oder im Weltgetriebe: denn auch da kann man sich so gut verbergen, daß niemand einen kennt.	Das Schattige öffnet sich, wenn es sich bewegt, und schließt sich, wenn es\nruht. Hier ist die strengste Verschlossenheit gezeichnet. Die Zeit ist ge-\nfährlich: jedes Hervortreten führt entweder zur Feindschaft übermächtiger\nGegner, wenn man sie bekämpfen wollte, oder zu mißverstandener An-\nerkennung, wenn man sich läßlich gäbe. So gilt es, sich zu verschließen, sei\nes in der Einsamkeit oder im Weltgetriebe: denn auch da kann man sich so\ngut verbergen, daß niemand einen kennt.	28-31	Das Schattige öffnet sich, wenn es sich bewegt, und schließt sich, wenn es\nruht. Hier ist die strengste Verschlossenheit gezeichnet. Die Zeit ist ge-\nfährlich: jedes Hervortreten führt entweder zur Feindschaft übermächtiger\nGegner, wenn man sie bekämpfen wollte, oder zu mißverstandener An-\nerkennung, wenn man sich läßlich gäbe. So gilt es, sich zu verschließen, sei\nes in der Einsamkeit oder im Weltgetriebe: denn auch da kann man sich so\ngut verbergen, daß niemand einen kennt.	pendiente	diff_zeno
L5_etiqueta	Sechs auf fünftem Platz bedeutet:	Sechs auf fünftem Platz bedeutet:	28-31	Sechs auf fünftem Platz bedeutet:	pendiente	coincide_zeno
L5_oraculo	Gelbes Untergewand bringt erhabenes Heil.	Gelbes Untergewand bringt erhabenes Heil!	28-31	Gelbes Untergewand bringt erhabenes Heil!	pendiente	diff_zeno
L5_comentario	Gelb ist die Farbe der Erde und der Mitte, das Symbol des Zuverlässigen und Echten. Das Untergewand ist unauffällig verziert, das Symbol vornehmer Zurückhaltung. Wenn jemand zu wirken berufen ist an hervorragender, doch nicht unabhängiger Stellung, so beruht der wahre Erfolg auf der höchsten Diskretion. Die Echtheit und Feinheit darf nicht direkt hervortreten, sondern nur als Wirkung von innen her sich mittelbar äußern.	Gelb ist die Farbe der Erde und der Mitte, das Symbol des Zuverlässigen\nund Echten. Das Untergewand ist unauffällig verziert, das Symbol vor-\nnehmer Zurückhaltung. Wenn jemand zu wirken berufen ist an hervor-\nragender, doch nicht unabhängiger Stellung, so beruht der wahre Erfolg auf\nder höchsten Diskretion. Die Echtheit und Feinheit darf nicht direkt hervor-\ntreten, sondern nur als Wirkung von innen her sich mittelbar äußern.\n*******	28-31	Gelb ist die Farbe der Erde und der Mitte, das Symbol des Zuverlässigen\nund Echten. Das Untergewand ist unauffällig verziert, das Symbol vor-\nnehmer Zurückhaltung. Wenn jemand zu wirken berufen ist an hervor-\nragender, doch nicht unabhängiger Stellung, so beruht der wahre Erfolg auf\nder höchsten Diskretion. Die Echtheit und Feinheit darf nicht direkt hervor-\ntreten, sondern nur als Wirkung von innen her sich mittelbar äußern.\n*******	pendiente	diff_zeno
L6_etiqueta	Oben eine Sechs bedeutet:	Oben eine Sechs bedeutet:	28-31	Oben eine Sechs bedeutet:	pendiente	coincide_zeno
L6_oraculo	Drachen kämpfen auf dem Anger.\nIhr Blut ist schwarz und gelb.	Drachen kämpfen auf dem Anger.\nIhr Blut ist schwarz und gelb.	28-31	Drachen kämpfen auf dem Anger.\nIhr Blut ist schwarz und gelb.	pendiente	coincide_zeno
L6_comentario	Auf dem obersten Platz sollte das Schattige dem Lichten weichen. Will es sich auf dem Platz, der ihm nicht gebührt, behaupten, und statt zu dienen, herrschen, so zieht es sich den Zorn des Starken zu. Es kommt zum Kampf, in dem es gestürzt wird, in dem jedoch beide Teile zu Schaden kommen.\n\nDer Drache, das Symbol des Himmels, kommt herbei und bekämpft den falschen Drachen, zu dessen Bilde hier das Irdische sich gesteigert hat. Schwarzblau ist die Farbe des Himmels, Gelb ist die Farbe der Erde. Wenn also schwarzes und gelbes Blut fließt, so ist das ein Zeichen, daß durch diesen unnatürlichen Kampf beide Grundkräfte Schaden leiden.	Auf dem obersten Platz sollte das Schattige dem Lichten weichen. Will es\nsich auf dem Platz, der ihm nicht gebührt, behaupten, und statt zu dienen,\nherrschen, so zieht es sich den Zorn des Starken zu. Es kommt zum Kampf,\nin dem es gestürzt wird, in dem jedoch beide Teile zu Schaden kommen.\nDer Drache, das Symbol des Himmels, kommt herbei und bekämpft den\nfalschen Drachen, zu dessen Bilde hier das Irdische sich gesteigert hat.\nSchwarzblau ist die Farbe des Himmels, gelb ist die Farbe der Erde. Wenn\nalso schwarzes und gelbes Blut fließt, so ist das ein Zeichen, daß durch diesen\nunnatürlichen Kampf beide Grundkräfte Schaden leiden¹.	28-31	Auf dem obersten Platz sollte das Schattige dem Lichten weichen. Will es\nsich auf dem Platz, der ihm nicht gebührt, behaupten, und statt zu dienen,\nherrschen, so zieht es sich den Zorn des Starken zu. Es kommt zum Kampf,\nin dem es gestürzt wird, in dem jedoch beide Teile zu Schaden kommen.\nDer Drache, das Symbol des Himmels, kommt herbei und bekämpft den\nfalschen Drachen, zu dessen Bilde hier das Irdische sich gesteigert hat.\nSchwarzblau ist die Farbe des Himmels, gelb ist die Farbe der Erde. Wenn\nalso schwarzes und gelbes Blut fließt, so ist das ein Zeichen, daß durch diesen\nunnatürlichen Kampf beide Grundkräfte Schaden leiden¹.	pendiente	diff_zeno
yong_etiqueta	Wenn lauter Sechsen erscheinen, bedeutet das:	Wenn lauter Sechsen erscheinen, verwandelt sich das Zeichen des Empfangen-	28-31	Wenn lauter Sechsen erscheinen, verwandelt sich das Zeichen des Empfangen-	pendiente	diff_zeno
yong_oraculo	Fördernd ist dauernde Beharrlichkeit.	den in das Zeichen des Schöpferischen. Es gewinnt so die Kraft der Dauer\nim Festhalten des Rechten. Es gibt zwar keinen Fortschritt, aber auch keinen\nRückschritt.	28-31	den in das Zeichen des Schöpferischen. Es gewinnt so die Kraft der Dauer\nim Festhalten des Rechten. Es gibt zwar keinen Fortschritt, aber auch keinen\nRückschritt.	pendiente	diff_zeno
yong_comentario	Wenn lauter Sechsen erscheinen, verwandelt sich das Zeichen des Empfangenden in das Zeichen des Schöpferischen. Es gewinnt so die Kraft der Dauer im Festhalten des Rechten. Es gibt zwar keinen Fortschritt, aber auch keinen Rückschritt.		28-31		pendiente	diff_zeno
hex_fin	2					
